Time start of stage ,Shear induced PWP,Axial strain,Vol strain,Induced PWP,p',q,e,Soil Classification,Soil Properties,Test Classification,Test Properties
7290,97.76800000000003,0.013445464636737212,0,97.76800000000003,71.78348329099508,58.99759213239997,0.8239341592508584,PSD,clay,PSD,clay
7320,97.82899999999995,0.01350427476090008,0,97.82899999999995,71.72119670160005,58.99373236421466,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
7350,98.13499999999999,0.013563084885062962,0,98.13499999999999,71.41391011220492,58.98987259602937,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
7380,98.19599999999991,0.013607192478185119,0,98.19599999999991,71.35194517015867,58.986977769890416,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
7410,98.38000000000011,0.013673353867868355,0,98.38000000000011,71.16649775708898,58.98263553068194,0.8239341592508584,Density,loose,Density,loose
7440,98.68499999999995,0.013732163992031223,0,98.68499999999995,70.86021116769406,58.97877576249666,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
7470,98.50199999999995,0.013790974116194104,0,98.50199999999995,71.04192457829895,58.97491599431136,0.8239341592508584,PSD,silt,PSD,silt
7500,98.62400000000002,0.013835081709316263,0,98.62400000000002,70.91895963625255,58.97202116817239,0.8239341592508584,PSD,silt,PSD,silt
7530,98.93000000000006,0.01389389183347913,0,98.93000000000006,70.61167304685742,58.9681613999871,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
7560,98.99099999999999,0.013952701957642012,0,98.99099999999999,70.5493864574624,58.96430163180181,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
7590,99.05199999999991,0.014011512081804879,0,99.05199999999991,70.48709986806738,58.96044186361652,0.8239341592508584,PSD,clay,PSD,clay
7620,99.29700000000003,0.014055619674927038,0,99.29700000000003,70.24113492602093,58.95754703747753,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
7650,99.17399999999998,0.014114429799089905,0,99.17399999999998,70.36284833662589,58.95368726929225,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
7680,99.35799999999995,0.014173239923252787,0,99.35799999999995,70.17756174723081,58.94982750110695,0.8239341592508584,PSD,silt,PSD,silt
7710,99.60200000000009,0.014232050047415654,0,99.60200000000009,69.93227515783558,58.94596773292166,0.8239341592508584,Density,loose,Density,loose
7740,99.90800000000013,0.014298211437098892,0,99.90800000000013,69.62482774476605,58.94162549371321,0.8239341592508584,Density,loose,Density,loose
7770,99.90800000000013,0.014342319030221049,0,99.90800000000013,69.62386280271973,58.938730667574234,0.8239341592508584,PSD,clay,PSD,clay
7800,100.15300000000002,0.01440112915438393,0,100.15300000000002,69.37757621332474,58.93487089938895,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
7830,99.72499999999991,0.014459939278546798,0,99.72499999999991,69.80428962392976,58.93101113120365,0.8239341592508584,PSD,sand,PSD,sand
7860,100.15300000000002,0.014518749402709679,0,100.15300000000002,69.37500303453454,58.92715136301835,0.8239341592508584,Density,dense,Density,dense
7890,100.33600000000001,0.014562856995831824,0,100.33600000000001,69.19103809248823,58.92425653687939,0.8239341592508584,PSD,clay,PSD,clay
7920,100.15300000000002,0.014621667119994705,0,100.15300000000002,69.37275150309313,58.920396768694104,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
7950,100.27500000000009,0.014680477244157573,0,100.27500000000009,69.24946491369796,58.916537000508804,0.8239341592508584,PSD,silt,PSD,silt
7980,100.70299999999997,0.01472458483727973,0,100.70299999999997,68.82049997165176,58.913642174369826,0.8239341592508584,PSD,silt,PSD,silt
8010,101.00900000000001,0.014783394961442613,0,101.00900000000001,68.51321338225661,58.90978240618453,0.8239341592508584,Density,dense,Density,dense
8040,100.88599999999997,0.01484220508560548,0,100.88599999999997,68.63492679286156,58.905922637999254,0.8239341592508584,Density,dense,Density,dense
8070,101.31400000000008,0.014908366475288717,0,101.31400000000008,68.20547937979197,58.90158039879079,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
8100,101.43700000000013,0.014967176599451598,0,101.43700000000013,68.08119279039683,58.897720630605505,0.8239341592508584,Density,loose,Density,loose
8130,101.43700000000013,0.015025986723614467,0,101.43700000000013,67.93036189300624,58.445227938433725,0.8239341592508584,PSD,silt,PSD,silt
8160,101.68100000000004,0.015070094316736624,0,101.68100000000004,67.68540364762346,58.44235320228515,0.8239341592508584,Density,dense,Density,dense
8190,101.92599999999993,0.015114201909858781,0,101.92599999999993,67.43944540224071,58.439478466136585,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
8220,102.17000000000007,0.01517301203402165,0,102.17000000000007,67.34368972751402,58.884211441956964,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
8250,102.23199999999997,0.01523182215818453,0,102.23199999999997,67.13089008121972,58.431812503073736,0.8239341592508584,Density,dense,Density,dense
8280,102.10899999999992,0.01527592975130669,0,102.10899999999992,67.25293183583692,58.42893776692516,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
8310,102.53700000000003,0.015334739875469556,0,102.53700000000003,66.82365417532633,58.42510478539375,0.8239341592508584,Density,loose,Density,loose
8340,102.29300000000012,0.015393549999632439,0,102.29300000000012,67.06637651481576,58.42127180386232,0.8239341592508584,Density,dense,Density,dense
8370,102.29300000000012,0.015452360123795306,0,102.29300000000012,67.06509885430529,58.4174388223309,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
8400,102.23199999999997,0.015511170247958188,0,102.23199999999997,67.12482119379497,58.41360584079947,0.8239341592508584,Density,loose,Density,loose
8430,102.53700000000003,0.0155626291066007,0,102.53700000000003,66.81870324084824,58.41025198195948,0.8239341592508584,Density,dense,Density,dense
8460,102.78199999999993,0.015621439230763569,0,102.78199999999993,66.57242558033788,58.40641900042806,0.8239341592508584,Density,loose,Density,loose
8490,102.53700000000003,0.01568024935492645,0,102.53700000000003,66.81614791982729,58.402586018896635,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
8520,102.84300000000007,0.015724356948048607,0,102.84300000000007,66.50918967444439,58.39971128274806,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
8550,102.84300000000007,0.015783167072211477,0,102.84300000000007,66.5079120139339,58.39587830121663,0.8239341592508584,Density,loose,Density,loose
8580,102.78199999999993,0.015841977196374358,0,102.78199999999993,65.56763435342359,58.3920453196852,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
8610,103.02600000000007,0.015886084789496515,0,103.02600000000007,66.3226761080406,58.38917058353664,0.8239341592508584,Density,dense,Density,dense
8640,103.14900000000011,0.015944894913659382,0,103.14900000000011,66.19839844753007,58.3853376020052,0.8239341592508584,Density,dense,Density,dense
8670,103.14900000000011,0.016003705037822263,0,103.14900000000011,66.1971207870196,58.3815046204738,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
8700,102.78199999999993,0.01604781263094441,0,102.78199999999993,65.56316254163693,58.37862988432522,0.8239341592508584,PSD,clay,PSD,clay
8730,103.51600000000008,0.01610662275510729,0,103.51600000000008,65.82788488112631,58.3747969027938,0.8239341592508584,Density,dense,Density,dense
8760,103.577,0.016158081613749802,0,103.577,65.76576692817972,58.371443043953796,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
8790,103.88200000000006,0.016216891737912683,0,103.88200000000006,65.31012576958729,57.91951956817672,0.8239341592508584,PSD,clay,PSD,clay
8820,103.88200000000006,0.016275701862075553,0,103.88200000000006,64.30885703796143,57.915713373299155,0.8239341592508584,PSD,silt,PSD,silt
8850,103.88200000000006,0.01631980945519771,0,103.88200000000006,65.45725336177584,58.360902344742364,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
8880,104.12699999999995,0.0163933221104013,0,104.12699999999995,65.06131957470984,57.90810098354405,0.8239341592508584,PSD,sand,PSD,sand
8910,104.30999999999995,0.016437429703523458,0,104.30999999999995,65.02669804075501,58.35323638167952,0.8239341592508584,PSD,silt,PSD,silt
8940,104.30999999999995,0.01649623982768633,0,104.30999999999995,65.02542038024454,58.349403400148105,0.8239341592508584,PSD,clay,PSD,clay
8970,104.1880000000001,0.01655504995184921,0,104.1880000000001,64.9968305627386,57.89763394763078,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
9000,104.30999999999995,0.016599157544971366,0,104.30999999999995,65.0231844743512,58.34269568246811,0.8239341592508584,PSD,silt,PSD,silt
9030,104.55500000000006,0.016657967669134233,0,104.55500000000006,64.62761028239339,57.89097310659504,0.8239341592508584,Density,dense,Density,dense
9060,104.24900000000002,0.016716777793297114,0,104.24900000000002,64.93234155076759,57.887166911717486,0.8239341592508584,PSD,clay,PSD,clay
9090,104.61599999999999,0.01676823665193963,0,104.61599999999999,64.56423141059501,57.88383649119963,0.8239341592508584,Density,dense,Density,dense
9120,104.67699999999991,0.016827046776102497,0,104.67699999999991,64.50196267896924,57.880030296322076,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
9150,105.10500000000002,0.016885856900265377,0,105.10500000000002,64.07269394734327,57.87622410144451,0.8239341592508584,Density,dense,Density,dense
9180,105.41100000000006,0.016944667024428248,0,105.41100000000006,63.76542521571738,57.87241790656697,0.8239341592508584,Density,dense,Density,dense
9210,105.34999999999991,0.016988774617550405,0,105.34999999999991,63.825473666998136,57.869563260408796,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
9240,105.34999999999991,0.017047584741713286,0,105.34999999999991,63.82420493537228,57.86575706553124,0.8239341592508584,PSD,sand,PSD,sand
9270,105.47199999999998,0.017106394865876152,0,105.47199999999998,63.70093620374636,57.86195087065368,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
9300,105.41100000000006,0.017165204990039033,0,105.41100000000006,63.760667472120424,57.85814467577612,0.8239341592508584,PSD,sand,PSD,sand
9330,105.7170000000001,0.017224015114201904,0,105.7170000000001,63.45339874049454,57.854338480898576,0.8239341592508584,Density,dense,Density,dense
9360,105.7170000000001,0.01726812270732406,0,105.7170000000001,63.45244719177515,57.8514838347404,0.8239341592508584,PSD,sand,PSD,sand
9390,106.02199999999993,0.01732693283148694,0,106.02199999999993,63.146178460149464,57.84767763986286,0.8239341592508584,Density,loose,Density,loose
9420,106.08400000000006,0.017393094221170177,0,106.08400000000006,63.082751137070254,57.843395670625604,0.8239341592508584,Density,loose,Density,loose
9450,106.02199999999993,0.017451904345333048,0,106.02199999999993,63.14348240544452,57.83958947574804,0.8239341592508584,Density,loose,Density,loose
9480,106.08400000000006,0.017496011938455205,0,106.08400000000006,63.08053085672501,57.836734829589886,0.8239341592508584,Density,loose,Density,loose
9510,106.20600000000013,0.01755482206261807,0,106.20600000000013,62.957262125099085,57.832928634712324,0.8239341592508584,Density,loose,Density,loose
9540,106.26700000000005,0.01759892965574023,0,106.26700000000005,62.89531057637978,57.83007398855415,0.8239341592508584,PSD,silt,PSD,silt
9570,106.26700000000005,0.01765773977990311,0,106.26700000000005,62.74489710434529,57.37883357245071,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
9600,106.32799999999997,0.017701847373025267,0,106.32799999999997,62.832090296034615,57.82341314751843,0.8239341592508584,PSD,sand,PSD,sand
9630,106.45000000000005,0.017760657497188137,0,106.45000000000005,62.70882156440869,57.81960695264088,0.8239341592508584,Density,dense,Density,dense
9660,106.57300000000009,0.017804765090310294,0,106.57300000000009,62.43574759749219,57.3693850518915,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
9690,106.81700000000001,0.017878277745513885,0,106.81700000000001,62.190172844065735,57.3646607916119,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
9720,106.75600000000009,0.017922385338636042,0,106.75600000000009,62.25022799200974,57.361826235444134,0.8239341592508584,Density,dense,Density,dense
9750,107.06200000000013,0.017981195462798912,0,107.06200000000013,61.94296818926847,57.35804682722044,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
9780,106.87799999999993,0.018047356852482148,0,106.87799999999993,62.125550911184774,57.35379499296877,0.8239341592508584,Density,loose,Density,loose
9810,107.18399999999997,0.018091464445604305,0,107.18399999999997,61.81860605912882,57.35096043680103,0.8239341592508584,PSD,sand,PSD,sand
9840,107.12300000000005,0.018150274569767186,0,107.12300000000005,61.878346256387516,57.347181028577346,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
9870,107.30600000000004,0.018209084693930056,0,107.30600000000004,61.694086453646285,57.343401620353646,0.8239341592508584,PSD,sand,PSD,sand
9900,107.30600000000004,0.018267894818092937,0,107.30600000000004,61.692826650905054,57.33962221212995,0.8239341592508584,PSD,silt,PSD,silt
9930,107.18399999999997,0.018326704942255804,0,107.18399999999997,61.8135668481639,57.335842803906274,0.8239341592508584,Density,loose,Density,loose
9960,107.30600000000004,0.018385515066418685,0,107.30600000000004,61.6903070454226,57.332063395682574,0.8239341592508584,Density,dense,Density,dense
9990,107.18399999999997,0.018444325190581555,0,107.18399999999997,61.81104724268144,57.328283987458896,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
10020,107.42900000000009,0.018488432783703712,0,107.42900000000009,61.565102390625405,57.32544943129113,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
10050,107.61200000000008,0.018561945438907303,0,107.61200000000008,61.380527637198874,57.320725171011524,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
10080,107.673,0.01860605303202946,0,107.673,61.31858278514303,57.31789061484376,0.8239341592508584,Density,loose,Density,loose
10110,107.673,0.0186722144217127,0,107.673,61.317165507059144,57.3136387805921,0.8239341592508584,Density,loose,Density,loose
10140,107.91800000000012,0.018731024545875566,0,107.91800000000012,60.91199179683593,56.83311764992279,0.8239341592508584,PSD,sand,PSD,sand
10170,107.55099999999993,0.018789834670038447,0,107.55099999999993,61.436645901576775,57.30607996414476,0.8239341592508584,PSD,clay,PSD,clay
10200,107.85699999999997,0.018848644794201314,0,107.85699999999997,61.12938609883549,57.30230055592105,0.8239341592508584,PSD,sand,PSD,sand
10230,107.91800000000012,0.018892752387323474,0,107.91800000000012,60.908553530692444,56.82280285149235,0.8239341592508584,PSD,clay,PSD,clay
10260,108.03999999999996,0.018951562511486355,0,108.03999999999996,60.78530325209496,56.81905201569944,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
10290,107.91800000000012,0.018995670104608512,0,107.91800000000012,60.90636554314657,56.816238888854755,0.8239341592508584,PSD,clay,PSD,clay
10320,108.16200000000003,0.01905448022877138,0,108.16200000000003,60.66111526454904,56.81248805306189,0.8239341592508584,PSD,clay,PSD,clay
10350,108.346,0.01911329035293426,0,108.346,60.47586498595143,56.80873721726898,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
10380,108.03999999999996,0.019157397946056406,0,108.03999999999996,60.78092727700326,56.80592409042432,0.8239341592508584,PSD,silt,PSD,silt
10410,108.40699999999993,0.019216208070219287,0,108.40699999999993,60.41267699840566,56.80217325463142,0.8239341592508584,PSD,silt,PSD,silt
10440,108.46800000000007,0.0192676669288618,0,108.46800000000007,60.350583004632576,56.798891273312634,0.8239341592508584,PSD,clay,PSD,clay
10470,108.77400000000011,0.01932647705302468,0,108.77400000000011,60.04333272603491,56.79514043751974,0.8239341592508584,Density,dense,Density,dense
10500,108.83500000000004,0.019399989708228274,0,108.83500000000004,59.98076987778796,56.79045189277863,0.8239341592508584,PSD,silt,PSD,silt
10530,108.346,0.01944409730135043,0,108.346,60.46883216883976,56.78763876593396,0.8239341592508584,PSD,silt,PSD,silt
10560,108.346,0.019502907425513298,0,108.346,60.46758189024212,56.783887930141056,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
10590,108.83500000000004,0.01956171754967618,0,108.83500000000004,59.977331611644466,56.78013709434816,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
10620,108.95700000000011,0.019605825142798326,0,108.95700000000011,59.85439390269617,56.77732396750349,0.8239341592508584,PSD,sand,PSD,sand
10650,109.202,0.019664635266961206,0,109.202,59.60814362409865,56.7735731317106,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
10680,109.14100000000008,0.019723445391124073,0,109.14100000000008,59.66789334550094,56.76982229591771,0.8239341592508584,PSD,sand,PSD,sand
10710,109.44599999999991,0.01976755298424623,0,109.44599999999991,59.361955636552885,56.76700916907304,0.8239341592508584,PSD,clay,PSD,clay
10740,109.63000000000011,0.01982636310840911,0,109.63000000000011,59.027889870166895,56.31681186991567,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
10770,109.50800000000004,0.01989252449809235,0,109.50800000000004,59.14849335173983,56.31262231463427,0.8239341592508584,PSD,silt,PSD,silt
10800,109.56899999999996,0.019936632091214494,0,109.56899999999996,59.235361085584636,56.756225516168456,0.8239341592508584,PSD,silt,PSD,silt
10830,109.56899999999996,0.019995442215377374,0,109.56899999999996,59.085320989742144,56.30610522864097,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
10860,109.63000000000011,0.02005425233954024,0,109.63000000000011,59.02307964002898,56.30238117950194,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
10890,109.50800000000004,0.020113062463703126,0,109.50800000000004,59.14383829031604,56.298657130362905,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
10920,109.69100000000003,0.020171872587865992,0,109.69100000000003,58.95959694060304,56.29493308122388,0.8239341592508584,Density,dense,Density,dense
10950,109.63000000000011,0.02021598018098815,0,109.63000000000011,59.01966592831821,56.29214004436963,0.8239341592508584,PSD,clay,PSD,clay
10980,109.8130000000001,0.02027479030515103,0,109.8130000000001,58.83542457860522,56.288415995230615,0.8239341592508584,Density,loose,Density,loose
11010,110.11899999999991,0.0203336004293139,0,110.11899999999991,58.528183228892395,56.284691946091584,0.8239341592508584,Density,dense,Density,dense
11040,110.11899999999991,0.020377708022436058,0,110.11899999999991,58.52725221660763,56.2818989092373,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
11070,109.93599999999992,0.02043651814659894,0,109.93599999999992,58.70901086689461,56.27817486009827,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
11100,110.05799999999999,0.020480625739721096,0,110.05799999999999,58.586079854609785,56.27538182324401,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
11130,110.30199999999991,0.020546787129404318,0,110.30199999999991,58.34068333618274,56.27119226796262,0.8239341592508584,PSD,sand,PSD,sand
11160,110.4860000000001,0.020590894722526478,0,110.4860000000001,58.15575232389779,56.26839923110834,0.8239341592508584,Density,dense,Density,dense
11190,110.30199999999991,0.02064970484668936,0,110.30199999999991,58.33851097418498,56.26467518196932,0.8239341592508584,PSD,sand,PSD,sand
11220,110.4860000000001,0.020708514970852226,0,110.4860000000001,58.15326962447177,56.260951132830286,0.8239341592508584,PSD,sand,PSD,sand
11250,110.4860000000001,0.020767325095015107,0,110.4860000000001,58.152028274758756,56.25722708369126,0.8239341592508584,Density,dense,Density,dense
11280,110.79199999999992,0.020811432688137264,0,110.79199999999992,57.84509726247419,56.25443404683699,0.8239341592508584,PSD,silt,PSD,silt
11310,111.15800000000013,0.020870242812300134,0,111.15800000000013,57.47785591276098,56.25070999769797,0.8239341592508584,PSD,sand,PSD,sand
11340,110.85300000000007,0.020929052936463015,0,110.85300000000007,57.78161456304803,56.24698594855894,0.8239341592508584,Density,dense,Density,dense
11370,110.91399999999999,0.020973160529585158,0,110.91399999999999,57.71968355076334,56.244192911704666,0.8239341592508584,Density,loose,Density,loose
11400,111.09699999999998,0.02103197065374804,0,111.09699999999998,57.53544220105035,56.240468862565656,0.8239341592508584,PSD,sand,PSD,sand
11430,110.85300000000007,0.02109078077791091,0,110.85300000000007,57.629577334568495,55.790874263120344,0.8239341592508584,PSD,sand,PSD,sand
11460,111.03600000000006,0.021142239636553435,0,111.03600000000006,57.445498966343656,55.78763915844581,0.8239341592508584,PSD,clay,PSD,clay
11490,111.09699999999998,0.021201049760716302,0,111.09699999999998,57.38326654551535,55.78394189596065,0.8239341592508584,Density,dense,Density,dense
11520,111.22000000000003,0.02124515735383846,0,111.22000000000003,57.25934222989401,55.78116894909679,0.8239341592508584,Density,loose,Density,loose
11550,111.46399999999994,0.02130396747800134,0,111.46399999999994,57.01410980906572,55.77747168661164,0.8239341592508584,PSD,silt,PSD,silt
11580,111.58600000000001,0.02136277760216421,0,111.58600000000001,56.890877388237264,55.77377442412647,0.8239341592508584,Density,dense,Density,dense
11610,111.58600000000001,0.021421587726327077,0,111.58600000000001,56.88964496740888,55.770077161641325,0.8239341592508584,PSD,silt,PSD,silt
11640,111.76999999999998,0.021465695319449234,0,111.76999999999998,56.7047206517876,55.76730421477744,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
11670,111.64799999999991,0.021524505443612115,0,111.64799999999991,56.8254882309593,55.76360695229229,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
11700,111.95299999999997,0.021583315567774985,0,111.95299999999997,56.51925581013085,55.75990968980714,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
11730,111.89200000000005,0.021642125691937866,0,111.89200000000005,56.579023389302385,55.75621242732198,0.8239341592508584,Density,dense,Density,dense
11760,111.76999999999998,0.021686233285060023,0,111.76999999999998,56.700099073681166,55.753439480458105,0.8239341592508584,PSD,silt,PSD,silt
11790,112.01400000000012,0.02175239467474326,0,112.01400000000012,56.45471260024909,55.74928006016231,0.8239341592508584,Density,dense,Density,dense
11820,111.89200000000005,0.02181120479890613,0,111.89200000000005,56.575480179420786,55.745582797677166,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
11850,112.01400000000012,0.02187001492306901,0,112.01400000000012,56.452247758592314,55.74188553519199,0.8239341592508584,Density,dense,Density,dense
11880,112.13699999999994,0.021914122516191153,0,112.13699999999994,56.328323442971204,55.739112588328126,0.8239341592508584,PSD,silt,PSD,silt
11910,112.13699999999994,0.021972932640354034,0,112.13699999999994,56.16870213307678,55.26024865864482,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
11940,111.89200000000005,0.02201704023347619,0,111.89200000000005,56.41278496056308,55.257497141104054,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
11970,112.19800000000009,0.022075850357639062,0,112.19800000000009,56.105562063878246,55.25382845104969,0.8239341592508584,Density,dense,Density,dense
12000,112.13699999999994,0.02211995795076122,0,112.13699999999994,56.1656448913648,55.25107693350891,0.8239341592508584,PSD,clay,PSD,clay
12030,112.01400000000012,0.0221787680749241,0,112.01400000000012,56.287421994679846,55.24740824345456,0.8239341592508584,Density,loose,Density,loose
12060,112.56500000000005,0.022237578199086967,0,112.56500000000005,55.73519909799512,55.24373955340018,0.8239341592508584,Density,dense,Density,dense
12090,112.74800000000005,0.022281685792209127,0,112.74800000000005,55.55128192548154,55.240988035859424,0.8239341592508584,Density,loose,Density,loose
12120,112.5039999999999,0.022340495916371994,0,112.5039999999999,55.79405902879689,55.237319345805055,0.8239341592508584,Density,loose,Density,loose
12150,112.80899999999997,0.02240665730605523,0,112.80899999999997,55.487683270026444,55.23319206949389,0.8239341592508584,Density,dense,Density,dense
12180,112.56500000000005,0.022450764899177387,0,112.56500000000005,55.73076609751276,55.23044055195312,0.8239341592508584,PSD,sand,PSD,sand
12210,112.80899999999997,0.022509575023340268,0,112.80899999999997,55.48554320082806,55.22677186189876,0.8239341592508584,PSD,sand,PSD,sand
12240,112.56500000000005,0.022553682616462428,0,112.56500000000005,55.72862602831438,55.22402034435797,0.8239341592508584,PSD,sand,PSD,sand
12270,112.87000000000012,0.022612492740625295,0,112.87000000000012,55.42240313162953,55.22035165430361,0.8239341592508584,PSD,sand,PSD,sand
12300,112.80899999999997,0.022656600333747452,0,112.80899999999997,55.4824859591161,55.21760013676285,0.8239341592508584,PSD,sand,PSD,sand
12330,112.68700000000013,0.02271541045791032,0,112.68700000000013,55.60326306243115,55.21393144670848,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
12360,113.23700000000008,0.022774220582073203,0,113.23700000000008,55.052040165746405,55.2102627566541,0.8239341592508584,PSD,silt,PSD,silt
12390,113.23700000000008,0.02281832817519536,0,113.23700000000008,55.05112299323281,55.207511239113344,0.8239341592508584,PSD,silt,PSD,silt
12420,113.17599999999993,0.022877138299358227,0,113.17599999999993,55.11090009654817,55.203842549058976,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
12450,112.99299999999994,0.022935948423521108,0,112.99299999999994,55.292677199863384,55.20017385900462,0.8239341592508584,PSD,silt,PSD,silt
12480,113.05400000000009,0.023002109813204344,0,113.05400000000009,55.08196811307432,54.75104659863789,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
12510,113.05400000000009,0.02304621740632649,0,113.05400000000009,55.0810576372242,54.74831517108752,0.8239341592508584,Density,dense,Density,dense
12540,113.23700000000008,0.02310502753048937,0,113.23700000000008,54.89684366942404,54.74467326768702,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
12570,112.74800000000005,0.02316383765465224,0,112.74800000000005,55.38462970162391,54.741031364286535,0.8239341592508584,Density,dense,Density,dense
12600,113.298,0.023207945247774395,0,113.298,54.83371922577383,54.738299936736155,0.8239341592508584,Density,dense,Density,dense
12630,113.54300000000012,0.02326675537193728,0,113.54300000000012,54.587505257973554,54.73465803333567,0.8239341592508584,PSD,silt,PSD,silt
12660,113.78800000000001,0.023325565496100147,0,113.78800000000001,54.341291290173494,54.73101612993516,0.8239341592508584,PSD,sand,PSD,sand
12690,113.84899999999993,0.023384375620263027,0,113.84899999999993,54.2790773223734,54.727374226534664,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
12720,113.66499999999996,0.023428483213385184,0,113.66499999999996,54.462166846523246,54.72464279898429,0.8239341592508584,PSD,sand,PSD,sand
12750,113.66499999999996,0.023487293337548055,0,113.66499999999996,54.460952878723084,54.721000895583806,0.8239341592508584,PSD,sand,PSD,sand
12780,113.78800000000001,0.023531400930670212,0,113.78800000000001,54.33704240287292,54.71826946803344,0.8239341592508584,Density,dense,Density,dense
12810,114.154,0.023590211054833093,0,114.154,53.96982843507277,54.71462756463295,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
12840,113.91000000000008,0.023641669913475605,0,113.91000000000008,54.212766213247534,54.71144089915751,0.8239341592508584,PSD,clay,PSD,clay
12870,114.03199999999993,0.02370048003763847,0,114.03199999999993,54.08955224544752,54.707798995757,0.8239341592508584,PSD,sand,PSD,sand
12900,113.91000000000008,0.023744587630760632,0,113.91000000000008,54.21064176959724,54.70506756820664,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
12930,113.84899999999993,0.023803397754923513,0,113.84899999999993,54.27042780179723,54.701425664806145,0.8239341592508584,PSD,sand,PSD,sand
12960,113.971,0.023876910410127104,0,113.971,53.99870983118719,54.252271752976256,0.8239341592508584,PSD,clay,PSD,clay
12990,113.971,0.02393572053428997,0,113.971,54.14569637424679,54.69323138215504,0.8239341592508584,PSD,clay,PSD,clay
13020,114.52099999999996,0.02397982812741213,0,114.52099999999996,53.446601013085036,54.24594529866965,0.8239341592508584,Density,dense,Density,dense
13050,114.33799999999997,0.024038638251575012,0,114.33799999999997,53.628395974169486,54.24233018192302,0.8239341592508584,PSD,sand,PSD,sand
13080,114.52099999999996,0.02409744837573788,0,114.52099999999996,53.44419093525395,54.2387150651764,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
13110,114.70499999999993,0.024141555968860036,0,114.70499999999993,53.25928715606733,54.23600372761644,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
13140,114.70499999999993,0.024200366093022906,0,114.70499999999993,53.25808211715179,54.2323886108698,0.8239341592508584,PSD,clay,PSD,clay
13170,114.644,0.024266527482706142,0,114.644,53.31772644837173,54.22832160452986,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
13200,114.27700000000004,0.024325337606869023,0,114.27700000000004,53.68352140945615,54.22470648778323,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
