Time start of stage ,Shear induced PWP,Axial strain,Vol strain,Induced PWP,p',q,e,Soil Classification,Soil Properties,Test Classification,Test Properties
4260,75.75700000000006,0.00782174651366232,0,75.75700000000006,92.69232355149198,55.69111291389076,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4265,75.63400000000001,0.00782174651366232,0,75.63400000000001,92.81532355149203,55.69111291389076,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4270,75.8789999999999,0.007836449044703044,0,75.8789999999999,92.57002005954207,55.690202438040636,0.8239341592508584,PSD,sand,PSD,sand
4275,75.94000000000005,0.007836449044703044,0,75.94000000000005,92.50902005954192,55.690202438040636,0.8239341592508584,Density,loose,Density,loose
4280,76.00099999999998,0.007851151575743768,0,76.00099999999998,92.44771656759197,55.6892919621905,0.8239341592508584,Density,dense,Density,dense
4285,76.06200000000013,0.007865854106784477,0,76.06200000000013,92.38641307564178,55.6883814863404,0.8239341592508584,Density,loose,Density,loose
4290,76.18499999999995,0.007865854106784477,0,76.18499999999995,92.26341307564196,55.6883814863404,0.8239341592508584,Density,loose,Density,loose
4295,76.2460000000001,0.007880556637825201,0,76.2460000000001,92.20210958369177,55.687471010490256,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4300,76.30700000000002,0.007880556637825201,0,76.30700000000002,92.14110958369184,55.687471010490256,0.8239341592508584,Density,dense,Density,dense
4305,76.49000000000001,0.007895259168865913,0,76.49000000000001,91.95780609174182,55.68656053464013,0.8239341592508584,PSD,sand,PSD,sand
4310,76.49000000000001,0.007909961699906636,0,76.49000000000001,92.10812730282665,56.137524167894604,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4315,76.67399999999998,0.007909961699906636,0,76.67399999999998,91.7735025997918,55.68565005879001,0.8239341592508584,Density,dense,Density,dense
4320,76.61300000000006,0.00792466423094736,0,76.61300000000006,91.98482157865539,56.136606995381,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4325,76.73500000000013,0.00793936676198807,0,76.73500000000013,91.86251585448413,56.13568982286743,0.8239341592508584,PSD,sand,PSD,sand
4330,76.73500000000013,0.00793936676198807,0,76.73500000000013,91.71189561589158,55.683829107089764,0.8239341592508584,PSD,clay,PSD,clay
4335,76.73500000000013,0.007954069293028793,0,76.73500000000013,91.86221013031293,56.13477265035383,0.8239341592508584,Density,loose,Density,loose
4340,76.85699999999997,0.007968771824069517,0,76.85699999999997,91.73990440614189,56.13385547784025,0.8239341592508584,Density,dense,Density,dense
4345,76.85699999999997,0.007968771824069517,0,76.85699999999997,91.73990440614189,56.13385547784025,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4350,76.79600000000005,0.007983474355110227,0,76.79600000000005,91.80059868197061,56.13293830532665,0.8239341592508584,PSD,sand,PSD,sand
4355,77.04099999999994,0.00799817688615095,0,77.04099999999994,91.55529295779952,56.132021132813065,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4360,77.04099999999994,0.00799817688615095,0,77.04099999999994,91.55529295779952,56.132021132813065,0.8239341592508584,Density,loose,Density,loose
4365,77.22399999999993,0.008012879417191662,0,77.22399999999993,91.37198723362833,56.13110396029947,0.8239341592508584,Density,dense,Density,dense
4370,77.40699999999993,0.008027581948232386,0,77.40699999999993,91.18868150945714,56.13018678778588,0.8239341592508584,PSD,silt,PSD,silt
4375,77.346,0.008027581948232386,0,77.346,91.24968150945706,56.13018678778588,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4380,77.65200000000004,0.00804228447927311,0,77.65200000000004,90.94337578528582,56.12926961527229,0.8239341592508584,PSD,sand,PSD,sand
4385,77.52999999999997,0.00804228447927311,0,77.52999999999997,91.0653757852859,56.12926961527229,0.8239341592508584,PSD,silt,PSD,silt
4390,77.46900000000005,0.008056987010313819,0,77.46900000000005,91.12607006111462,56.1283524427587,0.8239341592508584,PSD,clay,PSD,clay
4395,77.46900000000005,0.008079040806874898,0,77.46900000000005,91.12561147485785,56.12697668398831,0.8239341592508584,Density,dense,Density,dense
4400,77.40699999999993,0.008079040806874898,0,77.40699999999993,91.18761147485797,56.12697668398831,0.8239341592508584,Density,dense,Density,dense
4405,77.46900000000005,0.008093743337915621,0,77.46900000000005,91.12530575068665,56.12605951147472,0.8239341592508584,Density,loose,Density,loose
4410,77.40699999999993,0.008108445868956333,0,77.40699999999993,91.18700002651558,56.12514233896113,0.8239341592508584,Density,dense,Density,dense
4415,77.46900000000005,0.008108445868956333,0,77.46900000000005,91.12500002651545,56.12514233896113,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4420,77.77400000000011,0.008123148399997056,0,77.77400000000011,90.81969430234419,56.12422516644754,0.8239341592508584,PSD,sand,PSD,sand
4425,77.77400000000011,0.00813785093103778,0,77.77400000000011,90.81938857817299,56.12330799393394,0.8239341592508584,PSD,silt,PSD,silt
4430,77.59100000000012,0.00813785093103778,0,77.59100000000012,91.00238857817298,56.12330799393394,0.8239341592508584,Density,loose,Density,loose
4435,77.95800000000008,0.00815255346207849,0,77.95800000000008,90.79570991681332,56.6042720098549,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4440,77.89699999999993,0.008167255993119214,0,77.89699999999993,90.85640181160637,56.60334769423361,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4445,77.77400000000011,0.008167255993119214,0,77.77400000000011,90.8187771298306,56.121473648906765,0.8239341592508584,PSD,sand,PSD,sand
4450,77.95800000000008,0.008181958524159937,0,77.95800000000008,90.79509370639914,56.60242337861232,0.8239341592508584,PSD,sand,PSD,sand
4455,78.202,0.008181958524159937,0,78.202,90.55109370639923,56.60242337861232,0.8239341592508584,Density,dense,Density,dense
4460,78.26400000000012,0.008196661055200647,0,78.26400000000012,90.48878560119199,56.601499062991024,0.8239341592508584,Density,dense,Density,dense
4465,78.26400000000012,0.00821136358624137,0,78.26400000000012,90.4884774959849,56.60057474736973,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4470,78.38599999999997,0.00821136358624137,0,78.38599999999997,90.36647749598505,56.60057474736973,0.8239341592508584,PSD,sand,PSD,sand
4475,78.44700000000012,0.008226066117282082,0,78.44700000000012,90.3051693907778,56.59965043174845,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4480,78.32500000000005,0.008240768648322806,0,78.32500000000005,90.4268612855708,56.59872611612717,0.8239341592508584,Density,dense,Density,dense
4485,78.38599999999997,0.008240768648322806,0,78.38599999999997,90.36586128557087,56.59872611612717,0.8239341592508584,PSD,silt,PSD,silt
4490,78.44700000000012,0.008255471179363528,0,78.44700000000012,90.30455318036361,56.59780180050588,0.8239341592508584,Density,dense,Density,dense
4495,78.38599999999997,0.008255471179363528,0,78.38599999999997,90.36555318036376,56.59780180050588,0.8239341592508584,PSD,clay,PSD,clay
4500,78.56899999999996,0.00827017371040424,0,78.56899999999996,90.18224507515667,56.59687748488457,0.8239341592508584,Density,loose,Density,loose
4505,78.56899999999996,0.008284876241444963,0,78.56899999999996,90.18193696994958,56.59595316926329,0.8239341592508584,PSD,sand,PSD,sand
4510,78.44700000000012,0.008284876241444963,0,78.44700000000012,90.30393696994942,56.59595316926329,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4515,78.56899999999996,0.008299578772485687,0,78.56899999999996,90.18162886474249,56.59502885364201,0.8239341592508584,PSD,clay,PSD,clay
4520,78.56899999999996,0.008314281303526396,0,78.56899999999996,90.18132075953538,56.59410453802071,0.8239341592508584,PSD,sand,PSD,sand
4525,78.50800000000004,0.008314281303526396,0,78.50800000000004,90.2423207595353,56.59410453802071,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4530,78.56899999999996,0.00832898383456712,0,78.56899999999996,90.18101265432828,56.59318022239942,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4535,78.75299999999993,0.008343686365607832,0,78.75299999999993,89.99670454912122,56.592255906778135,0.8239341592508584,Density,loose,Density,loose
4540,78.63000000000011,0.008343686365607832,0,78.63000000000011,90.11970454912104,56.592255906778135,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4545,78.50800000000004,0.008358388896648555,0,78.50800000000004,90.39195306420363,57.043001452025685,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4550,78.875,0.008358388896648555,0,78.875,89.87439644391407,56.59133159115684,0.8239341592508584,PSD,sand,PSD,sand
4555,78.81400000000008,0.008373091427689277,0,78.81400000000008,89.93508833870688,56.590407275535554,0.8239341592508584,Density,loose,Density,loose
4560,78.93599999999992,0.008387793958729989,0,78.93599999999992,89.81278023349995,56.58948295991427,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4565,78.99700000000007,0.008387793958729989,0,78.99700000000007,89.90233238934711,57.04113942745618,0.8239341592508584,Density,dense,Density,dense
4570,78.99700000000007,0.008402496489770712,0,78.99700000000007,89.75147212829269,56.58855864429297,0.8239341592508584,Density,dense,Density,dense
4575,79.30300000000011,0.008417199020811436,0,79.30300000000011,89.59571171449056,57.03927740288666,0.8239341592508584,Density,loose,Density,loose
4580,79.05799999999999,0.008417199020811436,0,79.05799999999999,89.84071171449068,57.03927740288666,0.8239341592508584,Density,dense,Density,dense
4585,79.30300000000011,0.008431901551852146,0,79.30300000000011,89.59540137706229,57.0383463906019,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4590,79.24199999999996,0.00844660408289287,0,79.24199999999996,89.6560910396342,57.03741537831715,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4595,79.24199999999996,0.00844660408289287,0,79.24199999999996,89.6560910396342,57.03741537831715,0.8239341592508584,PSD,silt,PSD,silt
4600,79.36400000000003,0.008461306613933581,0,79.36400000000003,89.53378070220587,57.0364843660324,0.8239341592508584,PSD,silt,PSD,silt
4605,79.05799999999999,0.008461306613933581,0,79.05799999999999,89.83978070220591,57.0364843660324,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4610,79.4860000000001,0.008476009144974303,0,79.4860000000001,89.41147036477754,57.03555335374763,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4615,79.548,0.008490711676015027,0,79.548,89.3491600273494,57.034622341462885,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4620,79.4860000000001,0.008490711676015027,0,79.4860000000001,89.4111600273493,57.034622341462885,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4625,79.731,0.008505414207055738,0,79.731,89.16584968992116,57.033691329178126,0.8239341592508584,Density,dense,Density,dense
4630,79.731,0.008505414207055738,0,79.731,89.16584968992116,57.033691329178126,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4635,79.67000000000007,0.008520116738096462,0,79.67000000000007,89.22653935249282,57.03276031689337,0.8239341592508584,PSD,sand,PSD,sand
4640,79.67000000000007,0.008534819269137186,0,79.67000000000007,89.22622901506458,57.03182930460861,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4645,79.731,0.008534819269137186,0,79.731,89.16522901506465,57.03182930460861,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4650,79.91399999999999,0.008549521800177895,0,79.91399999999999,88.98191867763641,57.03089829232386,0.8239341592508584,Density,loose,Density,loose
4655,80.1590000000001,0.008564224331218619,0,80.1590000000001,88.73660834020804,57.02996728003911,0.8239341592508584,Density,loose,Density,loose
4660,79.97499999999991,0.008564224331218619,0,79.97499999999991,88.92060834020823,57.02996728003911,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4665,79.97499999999991,0.00857892686225933,0,79.97499999999991,88.92029800277999,57.02903626775435,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4670,80.22000000000003,0.00857892686225933,0,80.22000000000003,88.67529800277987,57.02903626775435,0.8239341592508584,PSD,sand,PSD,sand
4675,80.22000000000003,0.008593629393300052,0,80.22000000000003,88.67498766535162,57.02810525546959,0.8239341592508584,PSD,sand,PSD,sand
4680,80.22000000000003,0.008608331924340776,0,80.22000000000003,88.67467732792336,57.02717424318482,0.8239341592508584,Density,loose,Density,loose
4685,80.3420000000001,0.008608331924340776,0,80.3420000000001,88.55267732792329,57.02717424318482,0.8239341592508584,PSD,clay,PSD,clay
4690,80.09799999999996,0.008623034455381488,0,80.09799999999996,88.946883430804,57.477792551826504,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4695,80.22000000000003,0.008623034455381488,0,80.22000000000003,88.82488343080392,57.477792551826504,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4700,80.22000000000003,0.008637736986422211,0,80.22000000000003,88.82457086115453,57.47685484287828,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4705,80.46499999999992,0.008637736986422211,0,80.46499999999992,88.57957086115464,57.47685484287828,0.8239341592508584,PSD,silt,PSD,silt
4710,80.28099999999995,0.008652439517462935,0,80.28099999999995,88.76325829150518,57.47591713393007,0.8239341592508584,PSD,silt,PSD,silt
4715,80.404,0.008667142048503645,0,80.404,88.63994572185572,57.474979424981846,0.8239341592508584,PSD,silt,PSD,silt
4720,80.58699999999999,0.008667142048503645,0,80.58699999999999,88.45694572185573,57.474979424981846,0.8239341592508584,PSD,sand,PSD,sand
4725,80.58699999999999,0.008681844579544368,0,80.58699999999999,88.45663315220634,57.47404171603361,0.8239341592508584,PSD,silt,PSD,silt
4730,80.64799999999991,0.008703898376105447,0,80.64799999999991,88.39516429773231,57.472635152611296,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4735,80.89300000000003,0.008703898376105447,0,80.89300000000003,88.15016429773219,57.472635152611296,0.8239341592508584,PSD,clay,PSD,clay
4740,80.89300000000003,0.008718600907146158,0,80.89300000000003,88.14985172808277,57.47169744366306,0.8239341592508584,PSD,silt,PSD,silt
4745,81.07600000000002,0.008733303438186882,0,81.07600000000002,87.96653915843336,57.47075973471483,0.8239341592508584,Density,dense,Density,dense
4750,80.95399999999995,0.008733303438186882,0,80.95399999999995,88.08853915843343,57.47075973471483,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4755,81.13699999999994,0.008748005969227606,0,81.13699999999994,87.90522658878403,57.469822025766604,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4760,80.89300000000003,0.008748005969227606,0,80.89300000000003,88.14922658878395,57.469822025766604,0.8239341592508584,Density,loose,Density,loose
4765,81.07600000000002,0.008762708500268316,0,81.07600000000002,87.96591401913456,57.46888431681838,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4770,81.19800000000009,0.008762708500268316,0,81.19800000000009,87.84391401913449,57.46888431681838,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4775,81.13699999999994,0.00877741103130904,0,81.13699999999994,87.90460144948521,57.46794660787016,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4780,81.13699999999994,0.008792113562349749,0,81.13699999999994,87.9042888798358,57.46700889892194,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4785,81.25999999999999,0.008792113562349749,0,81.25999999999999,87.78128887983576,57.46700889892194,0.8239341592508584,Density,loose,Density,loose
4790,81.25999999999999,0.008806816093390473,0,81.25999999999999,87.78097631018636,57.46607118997372,0.8239341592508584,Density,loose,Density,loose
4795,81.62599999999998,0.008806816093390473,0,81.62599999999998,87.41497631018638,57.46607118997372,0.8239341592508584,Density,loose,Density,loose
4800,81.6880000000001,0.008821518624431196,0,81.6880000000001,87.35266374053684,57.46513348102549,0.8239341592508584,Density,loose,Density,loose
4805,81.44299999999998,0.008836221155471908,0,81.44299999999998,87.59735117088753,57.46419577207727,0.8239341592508584,Density,dense,Density,dense
4810,81.5039999999999,0.008836221155471908,0,81.5039999999999,87.53635117088761,57.46419577207727,0.8239341592508584,Density,dense,Density,dense
4815,81.56500000000005,0.008850923686512632,0,81.56500000000005,87.47503860123807,57.46325806312905,0.8239341592508584,PSD,clay,PSD,clay
4820,81.80999999999995,0.008850923686512632,0,81.80999999999995,87.23003860123818,57.46325806312905,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4825,81.62599999999998,0.008865626217553355,0,81.62599999999998,87.41372603158875,57.462320354180825,0.8239341592508584,PSD,clay,PSD,clay
4830,81.93200000000002,0.008880328748594065,0,81.93200000000002,87.1074134619393,57.461382645232604,0.8239341592508584,Density,dense,Density,dense
4835,81.93200000000002,0.008880328748594065,0,81.93200000000002,87.1074134619393,57.461382645232604,0.8239341592508584,Density,loose,Density,loose
4840,81.80999999999995,0.008895031279634789,0,81.80999999999995,87.22910089228996,57.46044493628437,0.8239341592508584,PSD,silt,PSD,silt
4845,81.74900000000002,0.008895031279634789,0,81.74900000000002,87.29010089228989,57.46044493628437,0.8239341592508584,Density,dense,Density,dense
4850,81.93200000000002,0.008924436341716222,0,81.93200000000002,87.10647575299107,57.45856951838794,0.8239341592508584,PSD,clay,PSD,clay
4855,82.05400000000009,0.008924436341716222,0,82.05400000000009,86.984475752991,57.45856951838794,0.8239341592508584,Density,dense,Density,dense
4860,81.99299999999994,0.008939138872756946,0,81.99299999999994,87.04516318334174,57.457631809439704,0.8239341592508584,PSD,silt,PSD,silt
4865,82.05400000000009,0.008953841403797657,0,82.05400000000009,87.14434791004719,57.938185989556466,0.8239341592508584,PSD,silt,PSD,silt
4870,82.17699999999991,0.008953841403797657,0,82.17699999999991,87.02134791004737,57.938185989556466,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4875,82.05400000000009,0.008968543934838381,0,82.05400000000009,87.14403295936188,57.93724113750056,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4880,82.29899999999998,0.008968543934838381,0,82.29899999999998,86.89903295936199,57.93724113750056,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
4885,81.93200000000002,0.008983246465879103,0,81.93200000000002,87.10522547439344,57.454818682595025,0.8239341592508584,PSD,clay,PSD,clay
4890,82.23800000000006,0.008997948996919814,0,82.23800000000006,86.95940305799128,57.935351433388696,0.8239341592508584,PSD,silt,PSD,silt
4895,82.42100000000005,0.008997948996919814,0,82.42100000000005,86.77640305799129,57.935351433388696,0.8239341592508584,Density,loose,Density,loose
4900,82.17699999999991,0.009012651527960538,0,82.17699999999991,87.02008810730614,57.93440658133279,0.8239341592508584,Density,loose,Density,loose
4905,82.48199999999997,0.009012651527960538,0,82.48199999999997,86.71508810730607,57.93440658133279,0.8239341592508584,PSD,silt,PSD,silt
4910,82.60500000000002,0.009027354059001248,0,82.60500000000002,86.59177315662072,57.93346172927686,0.8239341592508584,Density,loose,Density,loose
4915,82.42100000000005,0.009042056590041972,0,82.42100000000005,86.77545820593537,57.93251687722093,0.8239341592508584,PSD,silt,PSD,silt
4920,82.54300000000012,0.009042056590041972,0,82.54300000000012,86.6534582059353,57.93251687722093,0.8239341592508584,PSD,sand,PSD,sand
4925,82.60500000000002,0.009042056590041972,0,82.60500000000002,86.4309751957958,57.451067846802125,0.8239341592508584,PSD,sand,PSD,sand
4930,82.42100000000005,0.009056759121082695,0,82.42100000000005,86.77514325525006,57.931572025165025,0.8239341592508584,PSD,clay,PSD,clay
4935,82.54300000000012,0.009071461652123407,0,82.54300000000012,86.6528283045647,57.9306271731091,0.8239341592508584,PSD,clay,PSD,clay
4940,82.72700000000009,0.009071461652123407,0,82.72700000000009,86.46882830456472,57.9306271731091,0.8239341592508584,PSD,clay,PSD,clay
4945,82.66599999999994,0.00908616418316413,0,82.66599999999994,86.52951335387957,57.92968232105317,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4950,82.60500000000002,0.00908616418316413,0,82.60500000000002,86.59051335387949,57.92968232105317,0.8239341592508584,PSD,sand,PSD,sand
4955,82.66599999999994,0.009100866714204852,0,82.66599999999994,86.52919840319426,57.928737468997255,0.8239341592508584,PSD,sand,PSD,sand
4960,82.84899999999993,0.009100866714204852,0,82.84899999999993,86.34619840319426,57.928737468997255,0.8239341592508584,PSD,sand,PSD,sand
4965,82.66599999999994,0.009115569245245564,0,82.66599999999994,86.52888345250896,57.927792616941325,0.8239341592508584,Density,dense,Density,dense
4970,82.72700000000009,0.009130271776286288,0,82.72700000000009,86.4675685018235,57.92684776488541,0.8239341592508584,PSD,clay,PSD,clay
4975,82.66599999999994,0.009130271776286288,0,82.66599999999994,86.52856850182364,57.92684776488541,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4980,82.97199999999998,0.009144974307326997,0,82.97199999999998,86.2222535511383,57.92590291282948,0.8239341592508584,Density,dense,Density,dense
4985,83.21600000000012,0.009144974307326997,0,83.21600000000012,85.97825355113815,57.92590291282948,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
4990,82.84899999999993,0.009159676838367721,0,82.84899999999993,86.34493860045302,57.924958060773555,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
4995,83.03300000000013,0.009159676838367721,0,83.03300000000013,86.16093860045282,57.924958060773555,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
5000,83.21600000000012,0.009174379369408445,0,83.21600000000012,85.97762364976752,57.92401320871763,0.8239341592508584,Density,loose,Density,loose
5005,83.21600000000012,0.009189081900449156,0,83.21600000000012,85.97730869908223,57.92306835666172,0.8239341592508584,PSD,silt,PSD,silt
5010,83.21600000000012,0.009203784431489878,0,83.21600000000012,85.97699374839692,57.9221235046058,0.8239341592508584,PSD,clay,PSD,clay
5015,83.21600000000012,0.009203784431489878,0,83.21600000000012,85.97699374839692,57.9221235046058,0.8239341592508584,PSD,sand,PSD,sand
5020,83.21600000000012,0.009218486962530602,0,83.21600000000012,85.97667879771161,57.92117865254988,0.8239341592508584,Density,loose,Density,loose
5025,83.09400000000005,0.009233189493571313,0,83.09400000000005,86.09836384702639,57.92023380049396,0.8239341592508584,Density,dense,Density,dense
5030,83.09400000000005,0.009233189493571313,0,83.09400000000005,86.09836384702639,57.92023380049396,0.8239341592508584,PSD,sand,PSD,sand
5035,83.03300000000013,0.009247892024612037,0,83.03300000000013,86.159048896341,57.91928894843804,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
5040,83.46100000000001,0.009247892024612037,0,83.46100000000001,85.73104889634112,57.91928894843804,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
5045,83.52199999999993,0.009262594555652747,0,83.52199999999993,85.66973394565589,57.91834409638213,0.8239341592508584,Density,dense,Density,dense
5050,83.33799999999997,0.00927729708669347,0,83.33799999999997,85.85341899497054,57.917399244326184,0.8239341592508584,PSD,clay,PSD,clay
5055,83.644,0.00927729708669347,0,83.644,85.5474189949705,57.917399244326184,0.8239341592508584,PSD,clay,PSD,clay
5060,83.58300000000008,0.009291999617734194,0,83.58300000000008,85.60810404428513,57.91645439227027,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
5065,83.76600000000008,0.009291999617734194,0,83.76600000000008,85.42510404428513,57.91645439227027,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
5070,83.58300000000008,0.009306702148774906,0,83.58300000000008,85.6077890935998,57.91550954021435,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
5075,83.82799999999997,0.009306702148774906,0,83.82799999999997,85.36278909359991,57.91550954021435,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
5080,83.95000000000005,0.009328755945335984,0,83.95000000000005,85.24031666757189,57.914092262130474,0.8239341592508584,Density,loose,Density,loose
5085,83.76600000000008,0.009343458476376708,0,83.76600000000008,85.57440877835874,58.3643685944911,0.8239341592508584,Density,loose,Density,loose
5090,83.95000000000005,0.009343458476376708,0,83.95000000000005,85.39040877835878,58.3643685944911,0.8239341592508584,PSD,clay,PSD,clay
5095,83.88900000000012,0.009358161007417432,0,83.88900000000012,85.45109159545223,58.363417045771705,0.8239341592508584,Density,dense,Density,dense
5100,83.95000000000005,0.009358161007417432,0,83.95000000000005,85.23968676620127,57.91220255801863,0.8239341592508584,PSD,silt,PSD,silt
5105,84.01099999999997,0.009372863538458141,0,84.01099999999997,85.32877441254591,58.3624654970523,0.8239341592508584,PSD,silt,PSD,silt
5110,83.88900000000012,0.009387566069498865,0,83.88900000000012,85.4504572296393,58.36151394833293,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
5115,84.13300000000004,0.009387566069498865,0,84.13300000000004,85.05605686483067,57.91031285390678,0.8239341592508584,Density,loose,Density,loose
5120,84.13300000000004,0.009402268600539575,0,84.13300000000004,85.20614004673291,58.36056239961353,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
5125,84.43900000000008,0.009416971131580298,0,84.43900000000008,84.89982286382642,58.35961085089414,0.8239341592508584,Density,dense,Density,dense
5130,84.37799999999993,0.009416971131580298,0,84.37799999999993,84.96082286382656,58.35961085089414,0.8239341592508584,PSD,clay,PSD,clay
5135,84.56099999999992,0.009431673662621022,0,84.56099999999992,84.77750568092011,58.35865930217476,0.8239341592508584,Density,dense,Density,dense
5140,84.56099999999992,0.009446376193661734,0,84.56099999999992,84.77718849801364,58.35770775345536,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
5145,84.56099999999992,0.009446376193661734,0,84.56099999999992,84.77718849801364,58.35770775345536,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
5150,84.5,0.009461078724702457,0,84.5,84.83787131510711,58.35675620473598,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
5155,84.74500000000012,0.009461078724702457,0,84.74500000000012,84.59287131510699,58.35675620473598,0.8239341592508584,Density,dense,Density,dense
5160,84.5,0.009475781255743167,0,84.5,84.83755413220064,58.35580465601659,0.8239341592508584,PSD,sand,PSD,sand
5165,84.74500000000012,0.00949048378678389,0,84.74500000000012,84.59223694929406,58.35485310729721,0.8239341592508584,Plasticity,plastic,Plasticity,plastic
5170,84.5,0.00949048378678389,0,84.5,84.83723694929418,58.35485310729721,0.8239341592508584,PSD,silt,PSD,silt
5175,84.86699999999996,0.009505186317824614,0,84.86699999999996,84.46991976638775,58.35390155857781,0.8239341592508584,Density,loose,Density,loose
5180,84.74500000000012,0.009519888848865324,0,84.74500000000012,84.59160258348113,58.35295000985842,0.8239341592508584,Density,dense,Density,dense
5185,84.74500000000012,0.009519888848865324,0,84.74500000000012,84.59160258348113,58.35295000985842,0.8239341592508584,Density,dense,Density,dense
5190,84.62200000000007,0.009534591379906048,0,84.62200000000007,84.71428540057472,58.351998461139026,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
5195,84.98900000000003,0.009549293910946772,0,84.98900000000003,84.34696821766829,58.35104691241964,0.8239341592508584,Plasticity,unknown,Plasticity,unknown
5200,84.86699999999996,0.009549293910946772,0,84.86699999999996,84.46896821766836,58.35104691241964,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
5205,84.86699999999996,0.009563996441987483,0,84.86699999999996,84.4686510347619,58.350095363700255,0.8239341592508584,PSD,silt,PSD,silt
5210,84.92800000000011,0.009563996441987483,0,84.92800000000011,84.40765103476176,58.350095363700255,0.8239341592508584,Density,loose,Density,loose
5215,84.92800000000011,0.009578698973028207,0,84.92800000000011,84.40733385185528,58.34914381498086,0.8239341592508584,PSD,silt,PSD,silt
5220,85.1110000000001,0.009578698973028207,0,85.1110000000001,84.22433385185529,58.34914381498086,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
5225,85.23399999999992,0.009593401504068916,0,85.23399999999992,84.10101666894901,58.34819226626148,0.8239341592508584,Density,loose,Density,loose
5230,85.356,0.00960810403510964,0,85.356,83.97869948604249,58.347240717542086,0.8239341592508584,PSD,silt,PSD,silt
5235,85.23399999999992,0.00960810403510964,0,85.23399999999992,84.10069948604256,58.347240717542086,0.8239341592508584,Density,dense,Density,dense
5240,85.23399999999992,0.009622806566150364,0,85.23399999999992,84.10038230313609,58.34628916882269,0.8239341592508584,Plasticity,non-plastic,Plasticity,non-plastic
5245,85.356,0.009637509097191074,0,85.356,83.97806512022954,58.34533762010331,0.8239341592508584,PSD,clay,PSD,clay
